TaxID	Scientific Name	CLARK	Kaiju	Kraken
1048758	Candidatus Moranella endobia	3	7	NA
1048834	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	NA	3	NA
1049	Allochromatium vinosum	8	NA	NA
1050107	Lactobacillus delbrueckii subsp. sunkii	NA	2	NA
1050174	Corynebacterium epidermidicanis	8	78	NA
10509	Mastadenovirus	NA	1	NA
1051072	Streptococcus equi subsp. zooepidemicus ATCC 35246	NA	6	NA
1051074	Streptococcus thermophilus JIM 8232	NA	49	NA
1051631	Streptococcus phage YMC-2011	NA	10	NA
1051646	Vibrio tubiashii ATCC 19109	NA	20	NA
1051650	Lactobacillus casei 12A	NA	3	NA
1051973	Rhodococcus fascians D188	NA	2	NA
105219	Ralstonia mannitolilytica	13	14	NA
1052684	Paenibacillus polymyxa M1	NA	1	NA
1053	Halorhodospira halophila	8	NA	NA
1053692	Methanococcus maripaludis X1	NA	2	NA
1054217	Thermoplasmatales archaeon BRNA1	NA	19	NA
1054460	Streptococcus pseudopneumoniae IS7493	NA	6417	NA
1055487	Methylotenera versatilis	12	NA	NA
1055531	Helicobacter pylori Aklavik117	NA	2	NA
1055532	Helicobacter pylori Aklavik86	NA	2	NA
105559	Nitrosococcus watsonii C-113	NA	5	NA
105560	Methylibium petroleiphilum	18	NA	13
1056495	Caldisphaera lagunensis DSM 15908	NA	4	NA
106	Runella slithyformis	21	NA	19
1060	Rhodobacter	NA	5	NA
1061	Rhodobacter capsulatus	4	NA	NA
106178	canis group	NA	9	NA
106284	Staphylococcus phage phiETA	NA	2	NA
1063	Rhodobacter sphaeroides	13	17	11
106331	Callitrichine gammaherpesvirus 3	NA	2	NA
106370	Frankia casuarinae	2	15	NA
1064539	Azospirillum brasilense Sp245	NA	5	NA
106589	Cupriavidus	NA	60	NA
106590	Cupriavidus necator	48	22	42
106592	Ensifer adhaerens	8	17	18
10662	Myoviridae	NA	45	NA
10663	T4virus	NA	3	NA
106633	Thioalkalivibrio	NA	18	NA
106634	Thioalkalivibrio versutus	4	16	NA
106654	Acinetobacter nosocomialis	23	10	24
1068978	Amycolatopsis methanolica 239	NA	14	NA
1069	Rhodomicrobium vannielii	6	NA	NA
10690	Haemophilus phage HP1	NA	62	74
1069083	Methanocaldococcus villosus KIN24-T80	NA	5	NA
1069533	Streptococcus infantarius subsp. infantarius CJ18	NA	62	NA
1069534	Lactobacillus ruminis ATCC 27782	NA	57	NA
1069642	Bdellovibrio bacteriovorus str. Tiberius	NA	5	NA
10699	Siphoviridae	NA	251	NA
107	Spirosoma	NA	75	NA
1070130	Candidatus Gullanella endobia	21	4	NA
10704	Rhizobium phage 16-3	NA	6	NA
1071085	haloarchaeon 3A1_DGR	NA	7	NA
1071400	Lactobacillus buchneri CD034	NA	42	NA
1072256	Corynebacterium uterequi	18	46	17
1072467	Blattabacterium sp. (Blatta orientalis) str. Tarazona	NA	6	NA
1072685	Basilea psittacipulmonis DSM 24701	NA	151	NA
1073999	Cronobacter condimenti 1330	NA	5	NA
1074309	Mycobacterium phage BigNuz	NA	2	NA
10744	Podoviridae	NA	12	NA
1074467	Lactobacillus heilongjiangensis	4	19	NA
10747	Streptococcus phage Cp-1	NA	47	NA
1074863	Bat picornavirus 1	NA	1	NA
1074889	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	NA	11	NA
1075397	Halolamina	NA	4	NA
1075399	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	NA	7	NA
1076	Rhodopseudomonas palustris	20	25	19
1076550	Pantoea rwandensis	3	8	NA
1076588	Thiolapillus brandeum	3	30	NA
1076596	Acetobacter persici	NA	17	NA
1076934	Streptococcus lutetiensis 033	NA	30	NA
107709	Opitutus terrae	6	NA	NA
1078773	Herbaspirillum rubrisubalbicans M1	NA	18	NA
1079	Blastochloris viridis	4	14	NA
1080068	Leptolyngbya sp. O-77	3	23	NA
108010	Thioalkalivibrio paradoxus	14	NA	14
1081940	Pseudomonas putida B6-2	NA	3	NA
1082851	Comamonas serinivorans	26	41	25
1082931	Pelagibacterium halotolerans B2	NA	30	NA
1082933	Mesorhizobium amorphae CCNWGS0123	NA	9	NA
1084	Pararhodospirillum photometricum	10	NA	NA
1084719	Bacillus virus G	NA	2	NA
108486	Corynebacterium falsenii	10	NA	11
1085	Rhodospirillum rubrum	4	19	NA
1085623	Glaciecola nitratireducens FR1064	NA	15	NA
1085624	Persicobacter sp. JZB09	23	266	21
1086726	Francisella persica ATCC VR-331	NA	1	NA
1087448	Exiguobacterium antarcticum B7	NA	7	NA
1088721	Novosphingobium pentaromativorans US6-1	NA	7	NA
1089128	Mycobacterium phage Kugel	NA	5	NA
1089444	Dickeya solani	10	6	NA
1089553	Thermacetogenium phaeum DSM 12270	NA	34	NA
108981	Acinetobacter schindleri	8	20	NA
1090322	Methanolobus tindarius DSM 2278	NA	10	NA
1090974	Melissococcus plutonius DAT561	NA	7	NA
1091	Chlorobium	NA	4	NA
1091038	Streptococcus thermophilus DSM 20617	NA	7	NA
1091045	Propionibacterium acnes subsp. defendens ATCC 11828	NA	6	NA
1091494	Methylomicrobium alcaliphilum 20Z	NA	37	NA
1092	Chlorobium limicola	4	NA	NA
109232	Rickettsia monacensis	2	2	NA
109262	Halothiobacillus	NA	5	NA
1093787	Pseudomonas aeruginosa DK2	NA	2	NA
1094	Chlorobium phaeovibrioides	18	NA	15
1094342	Alcanivorax xenomutans	3	8	NA
1094466	Flavobacterium indicum GPTSA100-9 = DSM 17447	NA	145	NA
1094489	Bartonella australis Aust/NH1	NA	4	NA
1094497	Bartonella vinsonii subsp. berkhoffii str. Winnie	NA	7	NA
1094892	Megavirus chiliensis	NA	1	NA
1094980	Methanolobus psychrophilus R15	NA	16	NA
1096	Chlorobium phaeobacteroides	5	NA	NA
1096856	Pseudonocardia sp. EC080619-01	NA	1	NA
1096935	Veillonella sp. OK1	NA	14	NA
1097	Chlorobaculum tepidum	2	NA	NA
1097668	Burkholderia sp. YI23	1	4	NA
1097677	Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	NA	3	NA
109790	Lactobacillus jensenii	8	26	10
11	Cellulomonas gilvus	20	NA	18
1100	Pelodictyon luteolum	6	NA	NA
1100043	Apis mellifera filamentous virus	NA	1	NA
1101	Prosthecochloris	NA	6	NA
1102	Prosthecochloris aestuarii	1	NA	NA
110321	Sinorhizobium medicae	3	NA	NA
1104322	Lactococcus lactis subsp. cremoris A76	NA	95	NA
1104325	Enterococcus faecium NRRL B-2354	NA	6	NA
1104326	Enterobacter cloacae subsp. dissolvens SDM	NA	16	NA
1105114	Rickettsia montanensis str. OSU 85-930	NA	1	NA
1105171	Bacteroides phage B124-14	NA	1	NA
110539	Mycobacterium vanbaalenii	6	NA	NA
110662	Synechococcus sp. CC9605	NA	1	NA
1107	Chloroflexus	NA	47	NA
1108595	Chromobacterium vaccinii	42	20	37
1109711	Nocardia phage NBR1	NA	2	NA
1109714	Rhodococcus phage REQ3	NA	2	NA
1109743	Streptomyces sp. SCSIO 03032	6	32	NA
111015	Actinomyces radicidentis	202	294	191
1110502	Tistrella mobilis KA081020-065	NA	27	NA
1110509	Methanosaeta harundinacea 6Ac	NA	9	NA
1111	Porphyrobacter	NA	2	NA
1111069	Thermus sp. CCB_US3_UF1	4	8	NA
1111676	Mycoplasma haemocanis str. Illinois	NA	1	NA
1112	Porphyrobacter neustonensis	8	7	NA
1112204	Gordonia polyisoprenivorans VH2	NA	12	NA
1114856	Natronorubrum tibetense GA33	NA	4	NA
1114958	Bacillus velezensis CAU B946	NA	1	NA
1114965	Streptococcus parasanguinis FW213	NA	773	NA
1114967	Propionibacterium acnes TypeIA2 P.acn17	NA	1	NA
1114970	Pseudomonas fluorescens F113	NA	3	NA
111500	Muricauda	NA	9	NA
111501	Muricauda ruestringensis	9	NA	NA
111527	pseudomallei group	NA	37	NA
1116231	Streptococcus macedonicus ACA-DC 198	NA	18	NA
1116375	Vibrio sp. EJY3	3	1	NA
1117	Cyanobacteria	NA	147	NA
1117645	Elizabethkingia anophelis	23	104	19
1117647	Simiduia agarivorans SA1 = DSM 21679	NA	35	NA
111780	Stanieria cyanosphaera PCC 7437	NA	9	NA
111781	Leptolyngbya sp. PCC 7376	4	18	NA
1117943	Sinorhizobium fredii HH103	NA	2	NA
1118	Chroococcales	NA	9	NA
1118963	Arthrobacter sp. Rue61a	3	3	NA
112	Planctomycetales	NA	11	NA
1121088	Bacillus coagulans DSM 1 = ATCC 7050	NA	7	NA
1121267	Campylobacter cuniculorum DSM 23162 = LMG 24588	NA	23	NA
1121335	[Clostridium] stercorarium subsp. stercorarium DSM 8532	NA	2	NA
1121353	Corynebacterium callunae DSM 20147	NA	44	NA
1121358	Corynebacterium doosanense	17	NA	13
1121362	Corynebacterium halotolerans YIM 70093 = DSM 44683	NA	42	NA
1122214	Martelella mediterranea DSM 17316	NA	6	NA
1122230	Methanocorpusculum bavaricum DSM 4179	NA	15	NA
1122233	Methermicoccus shengliensis DSM 18856	NA	5	NA
1122984	Prevotella intermedia ATCC 25611 = DSM 20706	NA	3201	NA
1123016	Pseudomonas balearica DSM 6083	NA	14	NA
1123269	Sphingomonas sanxanigenens DSM 19645 = NX02	NA	24	NA
1123366	Thalassospira xiamenensis M-5 = DSM 17429	NA	24	NA
1123384	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	NA	6	NA
1123519	Pseudomonas stutzeri DSM 10701	NA	14	NA
1124597	Magnetococcus marinus	28	NA	NA
1124849	Pseudomonas phage OBP	NA	4	NA
1124991	Morganella morganii subsp. morganii KT	NA	9	NA
1125411	Candidatus Thioglobus singularis PS1	NA	13	NA
1125847	Rhizobium sp. NT-26	11	11	NA
1126	Microcystis aeruginosa	4	33	NA
1126833	Paenibacillus beijingensis	4	28	NA
1127134	Nocardia cyriacigeorgica GUH-2	NA	17	NA
1127516	Pectobacterium phage ZF40	NA	1	NA
1127518	Vibrio phage vB_VchM-138	NA	1	NA
1127744	Bacillus sp. JS	NA	4	NA
1128398	[Clostridium] acidurici 9a	NA	54	NA
1128424	Helicoverpa zea nudivirus 2	NA	1	NA
1129	Synechococcus	NA	51	NA
1129771	Leptotrichiaceae	NA	144	NA
1129794	Paraglaciecola psychrophila 170	NA	25	NA
1130798	Lactobacillus mucosae LM1	NA	49	NA
1130804	Streptococcus pneumoniae ST556	NA	48	NA
1130828	Ralstonia solanacearum FJAT-1458	NA	4	NA
1131462	Dehalobacter sp. CF	NA	2	NA
1131707	Sphaerochaeta pleomorpha	2	NA	NA
1132496	Pasteurella multocida subsp. multocida str. HN06	NA	14	NA
1132508	Mycobacterium abscessus UC22	NA	1	NA
1132509	Halococcus hamelinensis 100A6	NA	4	NA
113267	Bathymodiolus septemdierum thioautotrophic gill symbiont	12	NA	12
1133849	Nocardia brasiliensis ATCC 700358	NA	28	NA
1134405	Melioribacter roseus	2	NA	NA
1134435	Thauera humireducens	15	32	15
1134687	Klebsiella michiganensis	16	78	11
113653	Geoglobus ahangari	NA	4	NA
1136534	Bacillus phage BCD7	NA	2	NA
1136941	Gordonia sp. QH-11	6	12	NA
1138822	Lactobacillus curieae	14	23	NA
114186	Candidatus Carsonella ruddii	4	NA	NA
1141883	Massilia putida	21	53	17
1142	Synechocystis	NA	11	NA
1142394	Phycisphaera mikurensis NBRC 102666	NA	20	NA
1142511	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	NA	1	NA
114277	spotted fever group	NA	3	NA
114380	Desulfurococcales	NA	2	NA
1144275	Corallococcus coralloides DSM 2259	NA	23	NA
1144748	Kangiella sediminilitoris	3	14	NA
1145276	Lysinibacillus varians	20	21	18
114615	Bradyrhizobium sp. ORS 278	NA	10	NA
114616	Methylobacterium nodulans	2	NA	NA
114627	Alkaliphilus	NA	3	NA
1146883	Blastococcus saxobsidens DD2	NA	17	NA
1147	Synechocystis sp. PCC 6714	NA	5	NA
1147128	Bifidobacterium asteroides PRL2011	NA	16	NA
1147129	Dehalobacter sp. DCA	NA	2	NA
1147786	Pseudomonas mandelii JR-1	NA	9	NA
1148	Synechocystis sp. PCC 6803	2	11	NA
1148157	Acinetobacter oleivorans	15	NA	17
1149952	Brucella sp. 09RB8471	1	NA	NA
1150	Oscillatoriales	NA	2	NA
1150389	Flavobacteriaceae bacterium UJ101	30	235	30
1150460	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854	NA	2	NA
1150461	Bifidobacterium scardovii JCM 12489 = DSM 13734	NA	48	NA
1150468	Scardovia inopinata JCM 12537	NA	29	NA
1150469	Pararhodospirillum photometricum DSM 122	NA	19	NA
1150621	Sulfurospirillum multivorans DSM 12446	NA	4	NA
1150991	Sphingomonas phage PAU	NA	1	NA
1151116	Rahnella aquatilis HX2	NA	2	NA
1151117	Thermococcus zilligii AN1	NA	6	NA
1154756	Serratia plymuthica PRI-2C	NA	6	NA
1155071	Streptococcus mutans LJ23	NA	18	NA
1155096	Borrelia crocidurae str. Achema	NA	4	NA
1155739	Moorea producens	8	NA	NA
1155766	Enterococcus faecium Aus0004	NA	9	NA
1156431	Streptococcus sp. I-G2	1972	720	1982
1156433	Streptococcus sp. I-P16	1601	616	1600
1156913	Amycolatopsis orientalis HCCB10007	NA	8	NA
1156937	Methylacidiphilum fumariolicum SolV	NA	20	NA
1157951	Providencia stuartii MRSN 2154	NA	1	NA
115808	Bradyrhizobium sp. ORS 285	3	4	NA
1158459	Kosakonia sacchari	16	3	16
1159491	Cronobacter malonaticus LMG 23826	NA	6	NA
1159554	Cronobacter dublinensis subsp. dublinensis LMG 23823	NA	2	NA
1159613	Cronobacter muytjensii ATCC 51329	NA	5	NA
115992	Vibrio phage nt-1	NA	12	NA
1160721	Ruminococcus bicirculans	16	96	11
1160895	Candidatus Acidianus copahuensis	NA	5	NA
1161	Nostocales	NA	23	NA
1162	Nostocaceae	NA	7	NA
1162668	Leptospirillum ferrooxidans C2-3	NA	26	NA
1163	Anabaena	NA	1	NA
1163399	Stenotrophomonas maltophilia D457	NA	6	NA
1163617	Sulfuricella denitrificans skB26	NA	21	NA
1163710	Cronobacter condimenti	6	NA	NA
1163745	Helicobacter cetorum MIT 99-5656	NA	1	NA
1163748	Marinobacter hydrocarbonoclasticus ATCC 49840	NA	3	NA
1164	Trichormus azollae	3	NA	NA
1165	Anabaena cylindrica	2	NA	NA
1165892	Leuconostoc gelidum subsp. gasicomitatum KG16-1	NA	1	NA
1166016	Pectobacterium sp. SCC3193	1	3	NA
1166018	Fibrella aestuarina BUZ 2	NA	1	NA
1166130	Enterobacter sp. R4-368	10	8	NA
1167006	Desulfocapsa sulfexigens DSM 10523	NA	46	NA
11676	Human immunodeficiency virus 1	NA	3	NA
1167629	Bifidobacterium animalis subsp. lactis ATCC 27673	NA	8	NA
1168034	Draconibacterium orientale	69	521	54
1168281	Vibrio phage VvAW1	NA	1	NA
1169025	Streptomyces pratensis	1	NA	NA
1170318	Cutibacterium avidum 44067	NA	19	NA
1170562	Calothrix sp. PCC 6303	NA	15	NA
1170710	Delftia sp. KV29	NA	1	NA
1171373	Acidipropionibacterium acidipropionici ATCC 4875	NA	4	NA
1171377	Bibersteinia trehalosi USDA-ARS-USMARC-192	NA	2	NA
117207	Sphingopyxis alaskensis	1	NA	NA
1172562	Helicobacter cinaedi PAGU611	NA	3	NA
1172567	Streptomyces globisporus C-1027	NA	1	NA
1173022	Crinalium epipsammum PCC 9333	NA	15	NA
1173025	Geitlerinema sp. PCC 7407	8	9	NA
1173026	Gloeocapsa sp. PCC 7428	4	18	NA
1173027	Microcoleus sp. PCC 7113	2	27	NA
1173263	Synechococcus sp. PCC 7502	2	35	NA
1173749	Salmonella phage FSL SP-031	NA	1	NA
1173798	Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960	NA	1	NA
1175296	Methanomassiliicoccus luminyensis B10	NA	20	NA
1175631	Pectobacterium wasabiae CFBP 3304	NA	1	NA
1176422	Croceibacter phage P2559S	NA	1	NA
1176492	Burkholderia glumae LMG 2196 = ATCC 33617	NA	3	NA
1176587	Niabella ginsenosidivorans	17	159	13
1176649	Agrobacterium fabrum	4	NA	NA
1177	Nostoc	NA	10	NA
1177712	Komagataeibacter medellinensis	3	NA	NA
1178482	Halomonas huangheensis	8	35	NA
1178515	Paenibacillus swuensis	14	36	13
1178516	Spirosoma montaniterrae	22	66	20
1178537	Bacillus xiamenensis	2	6	NA
11786	Murine leukemia virus	NA	1	NA
1179773	Saccharothrix espanaensis DSM 44229	NA	32	NA
118000	Denitrovibrio acetiphilus	15	NA	11
118062	Methanobacterium congolense	NA	8	NA
118099	Buchnera aphidicola (Acyrthosiphon pisum)	NA	3	NA
118101	Buchnera aphidicola (Diuraphis noxia)	NA	2	NA
118110	Buchnera aphidicola (Schlechtendalia chinensis)	NA	4	NA
118126	Methanoculleus chikugoensis	NA	8	NA
118163	Pleurocapsa sp. PCC 7327	NA	29	NA
1182568	Deinococcus puniceus	1	22	NA
1182571	Deinococcus swuensis	7	10	NA
118323	Oscillatoria acuminata	1	NA	NA
1183377	Pyrococcus sp. ST04	NA	5	NA
1183438	Gloeobacter kilaueensis JS1	NA	23	NA
1184	Leptolyngbya boryana	2	13	NA
1184251	Thermogladius cellulolyticus 1633	NA	2	NA
1184267	Bdellovibrio exovorus JSS	NA	25	NA
1184387	Mesotoga prima	2	NA	NA
1185	Rivulariaceae	NA	1	NA
1185653	Planococcus antarcticus DSM 14505	NA	19	NA
1185876	Fibrisoma limi BUZ 3	NA	1	NA
1186	Calothrix	NA	3	NA
1186051	Blattabacterium sp. (Blaberus giganteus)	2	5	NA
118882	Brucellaceae	NA	14	NA
118883	Sulfolobaceae	NA	4	NA
118884	unclassified Gammaproteobacteria	NA	12	NA
1189303	Candidatus Sulcia muelleri PSPU	NA	6	NA
118968	Coxiellaceae	NA	8	NA
119	Rubinisphaera brasiliensis	3	NA	NA
119060	Burkholderiaceae	NA	232	NA
119065	unclassified Burkholderiales	NA	12	NA
1191459	Flammeovirga sp. MY04	54	246	16
1191523	Melioribacter roseus P3M-2	NA	112	NA
119206	Aerococcus sanguinicola	19	98	16
119219	Cupriavidus metallidurans	4	NA	NA
1192197	Pelosinus fermentans JBW45	NA	107	NA
1193095	Lactobacillus hokkaidonensis	11	NA	10
1193499	Pseudomonas putida SJTE-1	NA	1	NA
1193502	Sulfurospirillum halorespirans DSM 13726	NA	6	NA
1193729	Candidatus Endolissoclinum faulkneri L2	NA	4	NA
119394	Pseudothermotoga thermarum	1	NA	NA
1194088	Halorubrum sp. T3	NA	1	NA
1194526	Staphylococcus warneri SG1	NA	13	NA
119484	Syntrophobacter fumaroxidans	8	NA	NA
1194971	Lactobacillus salivarius str. Ren	NA	1	NA
1195464	Bacillus thuringiensis MC28	NA	6	NA
119602	Streptococcus dysgalactiae subsp. equisimilis	NA	40	NA
119603	Streptococcus dysgalactiae group	NA	5	NA
1196031	Bacillus oceanisediminis 2691	NA	42	NA
1196083	Snodgrassella alvi	97	NA	64
1196094	Snodgrassella alvi wkB2	NA	549	NA
1196095	Gilliamella apicola	72	83	25
1196835	Pseudomonas stutzeri CCUG 29243	NA	8	NA
1196844	Hp1virus	NA	21	NA
1197717	Cloacibacillus porcorum	7	195	NA
1197719	Salmonella bongori N268-08	NA	1	NA
1198114	Granulicella tundricola MP5ACTX9	NA	31	NA
1198136	Tevenvirinae	NA	3	NA
1198232	Cycloclasticus zancles 78-ME	NA	10	NA
1198449	Aeropyrum camini SY1 = JCM 12091	NA	1	NA
1198451	Methanoregulaceae	NA	1	NA
119856	Francisella tularensis subsp. tularensis	NA	8	NA
119858	Bacillus sonorensis	1	7	NA
1198627	Mycobacterium abscessus subsp. massiliense str. GO 06	NA	1	NA
119864	Marinomonas mediterranea	11	NA	11
1198676	Streptococcus mutans GS-5	NA	11	NA
1199245	secondary endosymbiont of Ctenarytaina eucalypti	1	6	NA
119977	Acidithiobacillus	NA	8	NA
120	Planctopirus limnophila	12	NA	NA
1200352	Corynebacterium terpenotabidum Y-11	NA	12	NA
120045	Zymomonas mobilis subsp. mobilis	NA	7	NA
1201292	Enterococcus faecalis ATCC 29212	NA	18	NA
1201294	Methanoculleus bourgensis MS2	NA	2	NA
1202450	Mycobacterium haemophilum DSM 44634	NA	16	NA
1202768	Halopiger salifodinae	NA	5	NA
1203471	Geobacter daltonii	10	NA	NA
1203599	Mycobacterium yongonense	NA	2	NA
1203670	Streptococcus agalactiae GD201008-001	NA	5	NA
1204521	Escherichia phage ECML-117	NA	1	NA
1204725	Methanobacterium formicicum DSM 3637	NA	6	NA
1205910	Nocardiopsis alba ATCC BAA-2165	NA	24	NA
1206	Trichodesmium erythraeum	7	NA	NA
1206105	Enterococcus faecalis D32	NA	6	NA
1207075	Pseudomonas sp. UW4	7	9	NA
1207504	Burkholderia pseudomultivorans	NA	1	NA
120793	Mycobacterium avium complex (MAC)	NA	3	NA
1208104	Aeromonas media WS	NA	5	NA
1208320	Thalassolituus oleivorans R6-15	NA	2	NA
1208324	Celeribacter indicus	3	15	NA
1208918	Candidatus Kinetoplastibacterium crithidii TCC036E	NA	1	NA
1208919	Candidatus Kinetoplastibacterium desouzaii TCC079E	NA	10	NA
1208920	Candidatus Kinetoplastibacterium oncopeltii TCC290E	NA	3	NA
1208921	Candidatus Kinetoplastibacterium galatii TCC219	NA	6	NA
1209493	Halomicronema hongdechloris	3	NA	NA
120961	Roseiflexus	NA	13	NA
1209989	Tepidanaerobacter acetatoxydans Re1	NA	68	NA
1210908	Halogranum salarium B-1	NA	8	NA
1211326	Spirosoma aerolatum	10	104	NA
1211417	uncultured crAssphage	NA	40	NA
1211579	Pseudomonas putida NBRC 14164	NA	2	NA
